x,y,z
-167.5473421913,57.6432683219,-68.1514
-167.547331651,57.6432688467,-68.3642
-167.5473211612,57.6432693667,-68.5986
-167.5473109272,57.6432698717,-68.8502
-167.5473004257,57.6432703941,-69.0729
-167.5472866933,57.6432711175,-68.9937
-167.5472696707,57.6432720495,-68.5662
-167.5472534662,57.6432729303,-68.2119
-167.5472384617,57.6432737386,-67.9471
-167.5472272573,57.6432743124,-68.0349
-167.5472166488,57.6432748525,-68.1487
-167.5472063938,57.643275369,-68.3156
-167.5471948485,57.6432759674,-68.3412
-167.547184499,57.6432764917,-68.483
-167.5471758453,57.6432769099,-68.8026
-167.5471644003,57.6432775079,-68.7866
-167.5471506401,57.6432782515,-68.5222
-167.5471379219,57.6432789309,-68.3551
-167.5471251895,57.6432796129,-68.1673
-167.5471148014,57.6432801496,-68.2152
-167.5471051084,57.6432806402,-68.3668
-167.5470955835,57.6432811207,-68.5345
-167.5470859327,57.64328161,-68.6816
-167.5470759727,57.6432821202,-68.7832
-167.5470657738,57.6432826495,-68.8166
-167.5470550201,57.6432832134,-68.7939
-167.547047979,57.6432835351,-69.2807
-167.5470351384,57.6432842382,-68.9447
-167.5470210694,57.6432850243,-68.4002
-167.5470096653,57.6432856398,-68.1889
-167.5469997232,57.6432861574,-68.2146
-167.546990235,57.6432866458,-68.3029
-167.5469809998,57.6432871181,-68.4261
-167.5469718,57.6432875918,-68.5171
-167.5469621527,57.6432880933,-68.5604
-167.546952241,57.6432886139,-68.5489
-167.5469404956,57.6432892608,-68.1939
-167.5469283906,57.6432899346,-67.7408
-167.5469241821,57.6432900704,-68.728
-167.5469155516,57.6432905061,-68.9294
-167.5469062713,57.6432909877,-69.0005
-167.5468966953,57.643291491,-69.0036
-167.5468874291,57.6432919769,-69.0215
-167.5468782079,57.6432924569,-69.0841
-167.5468687784,57.6432929528,-69.0924
-167.5468589022,57.6432934825,-68.9837
-167.5468489946,57.6432940161,-68.849
-167.5468397521,57.6432945063,-68.8167
-167.5468302926,57.6432950098,-68.7646
-167.5468207798,57.6432955188,-68.6831
-167.5468109863,57.6432960509,-68.5029
-167.5468018569,57.6432965383,-68.4422
-167.5467939135,57.6432969293,-68.802
-167.546785647,57.6432973444,-69.0788
-167.5467770802,57.6432977827,-69.2682
-167.5467684903,57.6432982224,-69.459
-167.5467600371,57.6432986558,-69.6415
-167.5467513705,57.6432991008,-69.8241
-167.5467425803,57.643299556,-69.9653
-167.5467337163,57.6433000176,-70.0805
-167.5467250147,57.6433004714,-70.1898
-167.5467161685,57.6433009308,-70.3276
-167.5467073836,57.6433013833,-70.5127
-167.5466985859,57.6433018355,-70.7122
-167.5466896329,57.6433023029,-70.8325
-167.5466804476,57.6433028083,-70.6487
-167.54667081,57.6433033612,-70.183
-167.5466614158,57.6433038928,-69.8161
-167.5466521395,57.6433044176,-69.4553
-167.5466430904,57.6433049178,-69.2511
-167.546634319,57.6433053991,-69.1013
-167.5466254471,57.6433058806,-69.0204
-167.5466166336,57.643306352,-69.032
-167.5466078255,57.6433068213,-69.0709
-167.5465991939,57.6433072747,-69.1959
-167.5465905662,57.643308585,-68.3843
-167.5465818489,57.6433090549,-68.3671
-167.5465731583,57.643309528,-68.2825
-167.5465645483,57.643310005,-68.0758
-167.5465561612,57.6433104695,-67.8805
-167.5465470164,57.6433109226,-68.5046
-167.5465380963,57.6433113925,-68.6816
-167.5465293235,57.6433118676,-68.663
-167.5465208805,57.6433123339,-68.5139
-167.546512381,57.6433128082,-68.2953
-167.5465036935,57.6433132824,-68.2387
-167.5464947365,57.6433137604,-68.3517
-167.5464855817,57.6433142436,-68.5513
-167.5464766126,57.6433147196,-68.7104
-167.5464676257,57.6433152044,-68.7583
-167.546458892,57.6433156848,-68.6745
-167.5464500451,57.6433161682,-68.6413
-167.5464412768,57.6433166451,-68.6456
-167.5464322721,57.6433171345,-68.6616
-167.546423343,57.6433176227,-68.6394
-167.5464143895,57.6433181124,-68.6189
-167.5464055065,57.6433186008,-68.5681
-167.5463968702,57.6433190778,-68.4934
-167.5463881846,57.6433195608,-68.3752
-167.5463787142,57.643320071,-68.4854
-167.5463592599,57.6433209208,-71.3518
-167.5463545951,57.6433212731,-70.088
-167.5463490277,57.6433216525,-69.0909
-167.546342017,57.6433220792,-68.5145
-167.5463340834,57.6433225381,-68.19
-167.5463260311,57.643323001,-67.9059
-167.5463163502,57.6433235233,-68.0376
-167.5463051379,57.6433241097,-68.4416
-167.5462954093,57.6433246404,-68.4999
-167.5462864977,57.6433251399,-68.3792
-167.5462778457,57.6433256295,-68.2049
-167.5462695559,57.6433261019,-67.9991
-167.5462611877,57.6433265805,-67.7736
-167.5462492564,57.6433272061,-68.1948
-167.5462381789,57.6433277987,-68.4331
-167.5462259107,57.6433284395,-68.8869
-167.5462171606,57.6433289385,-68.6874
-167.5462075707,57.6433294733,-68.6244
-167.5461968301,57.6433300577,-68.7364
-167.5461862639,57.643330636,-68.8056
-167.5461752643,57.6433312315,-68.9579
-167.5461642095,57.6433318334,-69.0701
-167.5461520971,57.6433324823,-69.3182
-167.546143461,57.6433329827,-69.0567
-167.5461355659,57.6433334485,-68.7242
-167.5461278211,57.6433339101,-68.3468
-167.5461187234,57.6433344313,-68.1525
-167.5461082991,57.6433350118,-68.126
-167.5460954413,57.6433357016,-68.3952
-167.5460818427,57.6433364236,-68.7604
-167.5460720977,57.6433369779,-68.6088
-167.5460615682,57.6433375683,-68.5447
-167.5460501634,57.643338199,-68.5727
-167.5460399715,57.6433387738,-68.4771
-167.546029156,57.6433393802,-68.4173
-167.5460185792,57.6433399769,-68.3223
-167.5460073334,57.643340605,-68.2904
-167.5459960415,57.6433412365,-68.2527
-167.5459847209,57.643341868,-68.232
-167.5459738446,57.6433424827,-68.1312
-167.5459624523,57.6433431222,-68.0728
-167.545949474,57.6433438362,-68.1578
-167.5459358144,57.643344581,-68.3159
-167.5459236278,57.6433452613,-68.2947
-167.5459123852,57.643345899,-68.1749
-167.545901275,57.6433465316,-68.0346
-167.5458901187,57.6433471674,-67.8902
-167.5458753498,57.6433479714,-68.0743
-167.5458620735,57.6433487094,-68.0888
-167.5458491734,57.6433494311,-68.0577
-167.5458361514,57.6433501599,-68.0239
-167.5458228318,57.6433509043,-68.0014
-167.5458092836,57.6433516586,-68.0062
-167.5457967462,57.6433523687,-67.8958
-167.5457770189,57.6433534221,-68.3265
-167.5457586272,57.6433544143,-68.6269
-167.5457411994,57.6433553603,-68.8529
-167.545720009,57.6433564903,-69.3085
-167.54571,57.6433570887,-68.9321
-167.5456994005,57.643357716,-68.5941
-167.5456892622,57.6433583218,-68.2195
-167.5456781539,57.6433589727,-67.9291
-167.5456663712,57.6433596594,-67.6561
-167.5456548575,57.6433603342,-67.3579
-167.5456433914,57.6433610076,-67.0499
-167.5456309037,57.6433617293,-66.8216
-167.5456171222,57.6433625175,-66.6441
-167.5456022058,57.6433633625,-66.5251
-167.5455873722,57.6433642051,-66.3873
-167.5455661634,57.6433653612,-66.616
-167.5455443011,57.6433665492,-66.8784
-167.5454908427,57.6433687071,-68.8919
-167.5454753524,57.6433695892,-68.6889
-167.545462114,57.6433703637,-68.3476
-167.5454490952,57.643371126,-68.0073
-167.5454352881,57.6433719307,-67.6789
-167.5454173523,57.6433729384,-67.5591
-167.5453974287,57.6433740456,-67.5255
-167.5453769204,57.6433751837,-67.5014
-167.5453602532,57.6433761331,-67.285
-167.5453405164,57.6433772379,-67.1839
-167.5453199734,57.6433783849,-67.1025
-167.5452980861,57.6433796006,-67.0647
-167.545275978,57.6433808271,-67.0371
-167.5452545715,57.6433820245,-66.931
-167.5452018135,57.6433847784,-68.2165
-167.5451817519,57.6433859173,-67.9797
-167.5451807241,57.643386112,-66.8985
-167.5451535575,57.6433876047,-66.968
-167.5451318677,57.6433888305,-66.7562
-167.5451088492,57.6433901253,-66.5788
-167.5450840073,57.6433915139,-66.4542
-167.5450584149,57.64339294,-66.3594
-167.5450340078,57.6433943098,-66.1924
-167.5450100755,57.6433956618,-65.9593
-167.5449853205,57.6433970582,-65.7341
-167.5449590262,57.6433985351,-65.5419
-167.5449326384,57.6434000169,-65.3511
-167.5448971481,57.643401965,-65.436
-167.5448638184,57.6434038085,-65.4063
-167.544830205,57.6434056706,-65.351
-167.5447979716,57.6434074671,-65.2136
-167.5447645128,57.6434093266,-65.1088
-167.544728567,57.6434113204,-65.0246
-167.5446925502,57.6434133225,-64.9046
-167.544650723,57.6434156258,-64.928
-167.5446090567,57.6434179228,-64.9283
-167.5445627675,57.6434204654,-64.9957
-167.5445197697,57.6434228456,-64.916
-167.5444770871,57.6434252155,-64.781
-167.5444359385,57.6434275123,-64.5571
-167.5443912467,57.643429993,-64.4159
-167.5443434971,57.643432641,-64.2803
-167.5442973179,57.6434352146,-64.0514
-167.5442499943,57.6434378535,-63.8018
-167.5441963938,57.6434408194,-63.6897
-167.54415327,57.6434432541,-63.2297
-167.5441081795,57.6434457967,-62.7695
-167.5440438709,57.6434493436,-62.7106
-167.549141331,57.6431921018,-62.8617
-167.5490791293,57.6431950264,-62.9578
-167.5490349543,57.6431970657,-63.3967
-167.548983587,57.6431994654,-63.6385
-167.5489363508,57.6432016657,-63.9305
-167.5488898548,57.6432038349,-64.191
-167.5488374097,57.6432063099,-64.2123
-167.5487875261,57.6432086601,-64.2768
-167.5487431083,57.6432107428,-64.4407
-167.5487051138,57.6432125091,-64.7414
-167.5486629221,57.6432144905,-64.8794
-167.5486201845,57.6432165068,-64.9291
-167.5485768173,57.6432185571,-64.9414
-167.5485430444,57.64322013,-65.2061
-167.5485108254,57.6432216288,-65.4855
-167.5484738242,57.6432233722,-65.577
-167.5484365076,57.643225138,-65.5934
-167.5483997995,57.643226875,-65.6165
-167.5483660413,57.643228467,-65.702
-167.5483339511,57.6432299785,-65.8105
-167.5483058564,57.6432312936,-66.004
-167.5482796917,57.6432325119,-66.2644
-167.5482467665,57.6432340758,-66.2481
-167.5482151121,57.6432355787,-66.2446
-167.5481877125,57.643236869,-66.3713
-167.5481606163,57.6432381489,-66.4582
-167.5481340432,57.643239403,-66.5622
-167.5481092729,57.6432405683,-66.7123
-167.5480831958,57.6432418027,-66.7834
-167.5480568428,57.6432430557,-66.7927
-167.5480317121,57.6432442473,-66.8502
-167.548008894,57.6432453234,-66.9827
-167.5479847239,57.6432464709,-67.0323
-167.5479645659,57.6432474159,-67.2385
-167.5479398411,57.6432485981,-67.1927
-167.5479142529,57.6432498251,-67.1026
-167.5478919747,57.6432508852,-67.142
-167.5478688905,57.6432519887,-67.1193
-167.5478630054,57.6432522147,-67.8988
-167.5478412375,57.6432532545,-67.907
-167.5478207322,57.6432542301,-67.979
-167.5478011513,57.6432551618,-68.0557
-167.5477825937,57.6432560428,-68.1657
-167.5477652146,57.6432568665,-68.2977
-167.5477461856,57.6432577754,-68.3455
-167.5477265612,57.6432587166,-68.3408
-167.5477024772,57.6432598894,-68.0607
-167.547680584,57.6432609523,-67.8574
-167.5476625137,57.6432618188,-67.8736
-167.5476473799,57.6432625357,-68.0456
-167.5476341833,57.6432631541,-68.3215
-167.5476220686,57.6432637179,-68.6569
-167.5475904809,57.6432749706,-67.8341
-167.5475763199,57.6432755907,-68.0013
-167.5475600965,57.6432762981,-68.0233
-167.5475411003,57.643277122,-67.8464
-167.547522535,57.6432779281,-67.6751
-167.5475060616,57.6432786469,-67.6016
-167.5474930565,57.6432792231,-67.771
-167.5474796777,57.6432798157,-67.9036
-167.5474634107,57.6432805285,-67.8183
-167.5474451718,57.643281322,-67.5488
-167.5474259597,57.643282156,-67.2049
-167.5474157181,57.6432826223,-67.5089
-167.5474083406,57.6432829728,-68.0276
-167.5474005764,57.6432833406,-68.5194
-167.5473861128,57.643283982,-68.4601
-167.5473705199,57.6432846707,-68.3161
-167.5473550483,57.6432853544,-68.1623
-167.5473404654,57.6432860023,-68.063
-167.5473265504,57.6432866221,-67.9799
-167.5473169108,57.6432870722,-68.2735
-167.5473058257,57.6432875812,-68.4366
-167.5472938672,57.643288126,-68.5137
-167.5472811116,57.643288703,-68.5072
-167.5472676708,57.6432893058,-68.3996
-167.5472524177,57.6432899814,-68.1272
-167.5472383889,57.6432906083,-67.9498
-167.5472243337,57.6432912359,-67.7501
-167.5472106112,57.6432918483,-67.5394
-167.5471993461,57.6432923675,-67.5841
-167.5471903919,57.6432927988,-67.859
-167.5471812511,57.6432932385,-68.1127
-167.5471716911,57.6432936952,-68.3188
-167.5471610247,57.6432941928,-68.3731
-167.547148892,57.6432947479,-68.2786
-167.5471357603,57.6432953399,-68.0532
-167.5471239345,57.6432958829,-67.96
-167.5471137293,57.6432963641,-68.019
-167.5471039606,57.6432968323,-68.1498
-167.5470944956,57.6432972902,-68.3128
-167.5470854192,57.6432977352,-68.5211
-167.5470763573,57.6432981808,-68.7293
-167.5470671223,57.643298631,-68.8835
-167.547056572,57.643299131,-68.8835
-167.5470418052,57.6432997771,-68.2827
-167.5470286023,57.6433003661,-67.8662
-167.5470181266,57.6433008612,-67.8185
-167.5470095924,57.6433012888,-68.0184
-167.5470009283,57.6433017249,-68.2291
-167.5469919433,57.6433021727,-68.3893
-167.5469823504,57.6433026411,-68.4487
-167.5469727369,57.6433031073,-68.4637
-167.546962814,57.6433035868,-68.4508
-167.5469528512,57.6433040676,-68.4198
-167.5469432869,57.6433045365,-68.4482
-167.5469337414,57.6433050051,-68.4713
-167.5469256066,57.6433054295,-68.7167
-167.546916407,57.6433058897,-68.7963
-167.5469054527,57.6433063988,-68.516
-167.5468968493,57.6433068432,-68.6978
-167.5468876856,57.6433072991,-68.7192
-167.5468782563,57.6433077667,-68.7158
-167.5468690087,57.64330823,-68.7438
-167.5468601471,57.6433086846,-68.8556
-167.5468516205,57.6433091329,-69.048
-167.5468435413,57.6433095679,-69.3108
-167.5468347717,57.643310025,-69.4511
-167.5468236002,57.6433105288,-68.9288
-167.5468129045,57.6433110187,-68.4896
-167.5468038234,57.6433114724,-68.4319
-167.5467950842,57.6433119276,-68.5248
-167.5467865302,57.6433123817,-68.6775
-167.5467780453,57.643312837,-68.8593
-167.5467698583,57.6433132922,-69.1584
-167.5467617817,57.643313742,-69.4518
-167.5467523308,57.6433142097,-69.2877
-167.5467415568,57.643314675,-68.5256
-167.5467322346,57.6433151328,-68.3184
-167.5467234684,57.6433155807,-68.2566
-167.5467147003,57.6433160391,-68.2692
-167.5467058693,57.6433164966,-68.2384
-167.5466971349,57.6433169558,-68.2517
-167.5466884648,57.6433174173,-68.3008
-167.5466799812,57.6433178709,-68.3561
-167.5466713121,57.6433183352,-68.4083
-167.5466626134,57.6433187993,-68.4361
-167.5466539004,57.6433192632,-68.4464
-167.5466452607,57.6433197352,-68.5426
-167.5466368683,57.6433202119,-68.7745
-167.5466282931,57.6433207124,-69.1115
-167.546619624,57.6433212174,-69.4361
-167.5466107987,57.6433216959,-69.4662
-167.5466021352,57.6433221515,-69.3696
-167.5465935063,57.6433235873,-69.1862
-167.5465847072,57.6433240703,-69.226
-167.546575917,57.6433245448,-69.1978
-167.5465671661,57.6433250081,-69.0939
-167.5465586331,57.6433254575,-68.9665
-167.5465499276,57.643325922,-68.8708
-167.546541207,57.6433263943,-68.8156
-167.5465324685,57.6433268723,-68.7853
-167.5465238975,57.6433273436,-68.7645
-167.5465150789,57.6433278366,-68.7934
-167.5465061361,57.6433283478,-68.8954
-167.5464970481,57.6433288772,-69.0634
-167.5464879623,57.6433294027,-69.194
-167.5464790952,57.6433299106,-69.2762
-167.5464703138,57.6433303943,-69.2038
-167.5464616529,57.6433308652,-69.0758
-167.5464528652,57.643331353,-69.0108
-167.5464441205,57.6433318471,-69.0026
-167.5464349628,57.6433323767,-69.0769
-167.5464258084,57.643332905,-69.1333
-167.5464166149,57.6433334367,-69.1888
-167.5464075218,57.6433339577,-69.1963
-167.546398773,57.6433344525,-69.1434
-167.5463899921,57.6433349439,-69.0392
-167.5463812583,57.6433354321,-68.9209
-167.5463724583,57.6433359278,-68.8217
-167.5463636568,57.6433364312,-68.7721
-167.5463543283,57.6433369768,-68.8056
-167.5463454232,57.6433374844,-68.7213
-167.5463374963,57.6433379068,-68.3975
-167.5463295391,57.6433383347,-68.0938
-167.5463218989,57.6433387431,-67.7721
-167.5463150849,57.6433390784,-67.2405
-167.546308193,57.6433394244,-66.7496
-167.5462991451,57.6433399555,-66.7214
-167.5462898221,57.6433405098,-66.7401
-167.5462803893,57.6433410774,-66.8062
-167.5462707663,57.6433416559,-66.8592
-167.5462610072,57.6433422451,-66.9246
-167.5462516718,57.6433427999,-66.9017
-167.5462435255,57.6433432641,-66.699
-167.5462359097,57.6433436841,-66.3756
-167.5462299559,57.6433438013,-64.2681
-167.5462235296,57.6433441378,-63.8146
-167.5462117647,57.643344897,-64.2142
-167.5461973708,57.6433458526,-64.9466
-167.5461670812,57.6433480082,-67.9324
-167.5461491692,57.6433492053,-69.0199
-167.5461392946,57.6433498007,-68.9689
-167.5461293439,57.6433503993,-68.8909
-167.5461196268,57.6433509813,-68.7749
-167.5461102482,57.6433515392,-68.6095
-167.5461011757,57.6433520757,-68.4015
-167.5460918285,57.6433526359,-68.2526
-167.5460814379,57.6433532702,-68.1985
-167.5460706119,57.6433539363,-68.1871
-167.5460595763,57.6433546177,-68.1893
-167.5460488898,57.6433552766,-68.1663
-167.5460385393,57.6433559096,-68.0701
-167.5460285314,57.6433565188,-67.9288
-167.5460177552,57.6433571834,-67.8637
-167.5460069953,57.6433578472,-67.7877
-167.5459965208,57.6433584935,-67.6978
-167.545986059,57.6433591375,-67.5743
-167.5459737429,57.6433599123,-67.6273
-167.545958638,57.6433608818,-67.9374
-167.5459444101,57.6433617908,-68.1638
-167.5459301081,57.6433627027,-68.3532
-167.5459175895,57.6433634907,-68.3589
-167.5459064994,57.6433641804,-68.2225
-167.5458957389,57.6433648481,-68.0487
-167.545884601,57.6433655442,-67.9238
-167.5458730538,57.6433662676,-67.8028
-167.5458608263,57.6433670384,-67.7299
-167.5458490695,57.6433677776,-67.6072
-167.5458363503,57.6433685832,-67.5532
-167.5458232108,57.6433694192,-67.5429
-167.5458108545,57.6433702012,-67.4359
-167.5457999388,57.6433708861,-67.2075
-167.5457882476,57.6433716247,-67.0312
-167.5457731059,57.6433725986,-67.125
-167.545758203,57.6433735555,-67.1624
-167.5457236761,57.6433758335,-68.5948
-167.5457107321,57.6433766576,-68.4377
-167.5456989744,57.6433774031,-68.1877
-167.5456727078,57.6433791221,-68.9432
-167.5456570436,57.64338013,-68.9239
-167.5456422144,57.6433810828,-68.8336
-167.5456254466,57.6433821658,-68.8553
-167.5456266467,57.6433733738,-67.4433
-167.5456148626,57.6433740983,-67.136
-167.5456008652,57.6433749529,-66.9559
-167.545585307,57.6433758995,-66.861
-167.5455610042,57.6433773561,-67.2682
-167.5455393002,57.6433786618,-67.5138
-167.5455155458,57.6433800889,-67.8333
-167.5454940438,57.6433813854,-68.0171
-167.5454742517,57.6433825851,-68.0591
-167.5454542516,57.6433837974,-68.113
-167.5454348021,57.6433849804,-68.0941
-167.5454209269,57.6433858409,-67.7597
-167.5454053437,57.6433868022,-67.5045
-167.5453880292,57.6433878658,-67.3251
-167.5453724052,57.6433888315,-67.0668
-167.5453454304,57.6433904607,-67.3359
-167.5453221231,57.6433918785,-67.3948
-167.5453129916,57.6433924724,-66.7504
-167.5452775275,57.643394601,-67.3648
-167.5452556459,57.6433959416,-67.285
-167.5452314786,57.6433974175,-67.2869
-167.5452329632,57.643397399,-66.1186
-167.5452051793,57.64339909,-66.2486
-167.5451768655,57.6434008128,-66.3934
-167.5451460777,57.643402684,-66.5893
-167.5451224062,57.643404142,-66.4548
-167.5450960358,57.6434057602,-66.4069
-167.545067886,57.6434074851,-66.403
-167.5450404579,57.6434091687,-66.3646
-167.5450167671,57.6434106379,-66.13
-167.5449859213,57.6434125287,-66.144
-167.5449568882,57.6434143164,-66.0578
-167.5449271555,57.6434161463,-65.9914
-167.5448968666,57.6434180136,-65.8902
-167.5448659594,57.6434199205,-65.7794
-167.5448354884,57.6434218049,-65.6216
-167.5448053963,57.6434236705,-65.4198
-167.5447719513,57.6434257345,-65.3242
-167.5447351654,57.6434280008,-65.2774
-167.5446970916,57.6434303468,-65.2328
-167.5446611324,57.6434325724,-65.0815
-167.5446265018,57.6434347214,-64.8787
-167.544590113,57.6434369804,-64.6664
-167.5445516103,57.6434393684,-64.4783
-167.5445074011,57.6434420981,-64.4139
-167.5444626611,57.6434448642,-64.317
-167.5444192699,57.643447553,-64.1635
-167.5443748813,57.6434503085,-63.9624
-167.5443263891,57.6434533125,-63.8218
-167.5442733219,57.6434565937,-63.7468
-167.5442225365,57.6434597428,-63.5868
-167.544173701,57.6434627849,-63.293
-167.5441260716,57.6434657615,-62.9167
-167.5440678249,57.6434693758,-62.7376
-167.5491545623,57.6432010005,-62.5621
-167.5491029716,57.6432037243,-62.9298
-167.5490568505,57.6432061468,-63.3427
-167.5490256011,57.6432077193,-64.1109
-167.548986639,57.6432097381,-64.6472
-167.548945544,57.6432118847,-65.0856
-167.5488889042,57.643214935,-65.032
-167.5488409884,57.6432174867,-65.1864
-167.5487946385,57.6432199547,-65.3328
-167.5487467962,57.6432225153,-65.3864
-167.5487050124,57.6432247323,-65.5658
-167.5486528872,57.6432275577,-65.3631
-167.5486089001,57.6432299145,-65.3796
-167.5485717141,57.6432318827,-65.5607
-167.5485256581,57.6432343715,-65.4201
-167.5484846134,57.643236575,-65.3915
-167.5484502313,57.6432383996,-65.5132
-167.5484150528,57.6432402715,-65.5981
-167.5483812318,57.6432420689,-65.6924
-167.5483485367,57.6432438049,-65.7905
-167.5483133057,57.6432456974,-65.7385
-167.5482759128,57.6432477178,-65.5945
-167.5482480065,57.6432491862,-65.7619
-167.548218078,57.6432507772,-65.8241
-167.5481978234,57.6432518023,-66.2281
-167.5481772533,57.6432528518,-66.5779
-167.548149648,57.6432543159,-66.6515
-167.5481212616,57.6432558299,-66.6644
-167.5480875569,57.6432576626,-66.4263
-167.5480490161,57.6432597898,-65.9221
-167.5480335647,57.6432605482,-66.3881
-167.5480154152,57.6432614686,-66.7244
-167.5479924116,57.6432626803,-66.8288
-167.5479754523,57.6432635342,-67.184
-167.5479590118,57.6432643623,-67.5263
-167.5479412879,57.6432652656,-67.8179
-167.5479223336,57.6432662447,-68.0354
-167.5478844253,57.6432683638,-67.3142
-167.5478838329,57.6432682486,-68.3658
-167.5478644039,57.6432692631,-68.506
-167.5478430502,57.6432703962,-68.5289
-167.5478209977,57.6432715742,-68.493
-167.547800954,57.6432726337,-68.5394
-167.5477839941,57.6432735118,-68.7087
-167.547766244,57.6432744369,-68.8419
-167.5477482386,57.6432753796,-68.9439
-167.5477315222,57.643276246,-69.1012
-167.5477152563,57.6432770899,-69.2467
-167.5476686928,57.6432815693,-67.649
-167.547654254,57.643282296,-67.8653
-167.5476396479,57.6432830342,-68.0596
-167.5476249743,57.643283778,-68.2374
-167.5476071186,57.6432847159,-68.1813
-167.5475855884,57.643285873,-67.8935
-167.5475664599,57.643286889,-67.7333
-167.5475478587,57.6432878758,-67.5846
-167.5475321466,57.6432886917,-67.6072
-167.5475158359,57.6432895478,-67.5508
-167.547502857,57.6432902029,-67.7291
-167.5474920942,57.6432907258,-68.0533
-167.5474751383,57.6432916234,-67.9281
-167.5474580935,57.6432925311,-67.7538
-167.5474434496,57.6432932929,-67.7585
-167.5474309235,57.6432939281,-67.9077
-167.5474165565,57.6432946763,-67.9052
-167.5474012528,57.6432954833,-67.814
-167.5473866091,57.6432962543,-67.7347
-167.5473722314,57.6432970084,-67.6824
-167.5473567447,57.6432978319,-67.5222
-167.5473410071,57.6432986727,-67.3208
-167.547326954,57.6432994147,-67.219
-167.5473155911,57.6432999909,-67.3569
-167.5473051482,57.6433005116,-67.5674
-167.5472947262,57.6433010318,-67.7739
-167.5472840925,57.643301566,-67.955
-167.5472737624,57.6433020848,-68.1339
-167.5472629266,57.6433026334,-68.2825
-167.5472507117,57.6433032688,-68.2898
-167.5472363833,57.6433040374,-68.0752
-167.5472210698,57.6433048718,-67.7157
-167.5472053993,57.6433057281,-67.318
-167.5471945307,57.643306286,-67.3949
-167.5471845786,57.6433067875,-67.5604
-167.5471743069,57.64330731,-67.6854
-167.5471641493,57.6433078287,-67.7904
-167.5471539917,57.6433083458,-67.9137
-167.5471440121,57.6433088525,-68.0508
-167.5471339161,57.6433093675,-68.1679
-167.5471244873,57.6433098433,-68.3315
-167.5471147373,57.6433103377,-68.4785
-167.547105534,57.6433107977,-68.689
-167.5470959218,57.6433112847,-68.8445
-167.5470812828,57.6433120981,-68.3348
-167.5470730943,57.643312498,-68.6283
-167.5470547499,57.6433135562,-67.558
-167.5470479752,57.6433138644,-68.0537
-167.5470399166,57.6433142558,-68.3769
-167.5470313747,57.6433146789,-68.6333
-167.5470207577,57.6433152424,-68.5464
-167.5470102812,57.6433157951,-68.4984
-167.5470005888,57.6433162969,-68.5614
-167.546991743,57.6433167429,-68.7546
-167.5469830697,57.6433171806,-68.9419
-167.5469739815,57.6433176437,-69.0925
-167.5469648174,57.6433181124,-69.2273
-167.5469551625,57.6433186154,-69.2701
-167.5469448855,57.6433191624,-69.1888
-167.5469347747,57.6433197027,-69.0858
-167.5469245972,57.6433202458,-68.9924
-167.5469148735,57.6433207586,-68.9751
-167.5469052088,57.6433212684,-68.9586
-167.5468960195,57.6433217492,-68.9917
-167.5468862532,57.6433222687,-68.9311
-167.5468765881,57.6433227822,-68.8794
-167.5468775569,57.6433225143,-71.3661
-167.5468507108,57.6433241038,-69.3924
-167.5468415977,57.6433245797,-69.4558
-167.5468320302,57.643325091,-69.3872
-167.5468221743,57.6433256261,-69.2186
-167.5468124925,57.6433261545,-69.021
-167.5468027984,57.6433266814,-68.851
-167.5467933346,57.6433271921,-68.7313
-167.5467840053,57.6433276939,-68.6365
-167.5467746848,57.6433281969,-68.5249
-167.5467656368,57.6433286845,-68.4259
-167.546756534,57.6433291729,-68.358
-167.5467475523,57.6433296524,-68.3246
-167.5467387564,57.6433301168,-68.3633
-167.5467302111,57.6433305657,-68.432
-167.5467215711,57.6433310164,-68.5471
-167.5467131373,57.6433314464,-68.7902
-167.5467047732,57.6433318667,-69.1099
-167.546695879,57.6433323405,-69.1153
-167.5466871354,57.6433328091,-69.0881
-167.5466783045,57.6433332777,-69.1243
-167.5466696663,57.6433337215,-69.3463
-167.5466612919,57.643334123,-69.9228
-167.5466348966,57.6433354872,-70.518
-167.5466256277,57.6433360427,-69.7962
-167.546616665,57.6433365398,-69.5898
-167.5466079386,57.6433370298,-69.3175
-167.5465992447,57.643338219,-68.9247
-167.5465904679,57.643338697,-68.8344
-167.5465817454,57.6433391782,-68.6563
-167.546573033,57.6433396543,-68.5523
-167.5465643175,57.6433401089,-68.7755
-167.5465551747,57.6433405706,-69.2338
-167.5465459432,57.6433410404,-69.641
-167.5465369111,57.643341521,-69.7419
-167.5465287745,57.6433419978,-69.21
-167.5465206329,57.6433424767,-68.648
-167.5465112415,57.6433429582,-69.038
-167.5465017913,57.6433434455,-69.3881
-167.5464925893,57.6433439341,-69.5311
-167.5464836302,57.643344414,-69.6129
-167.546474467,57.643344906,-69.6849
-167.5464657388,57.6433453905,-69.5381
-167.5464579692,57.6433458521,-68.9854
-167.5464504502,57.6433462979,-68.4597
-167.5464412562,57.6433467914,-68.559
-167.5464314374,57.6433473044,-68.8677
-167.5464214085,57.6433478262,-69.2097
-167.5464111779,57.6433483571,-69.5768
-167.5464026377,57.643348834,-69.4268
-167.546394233,57.6433493108,-69.1829
-167.546385709,57.6433497911,-68.9848
-167.5463767709,57.6433502853,-68.9087
-167.5463677603,57.6433507789,-68.899
-167.5463583276,57.643351292,-68.941
-167.5463496095,57.6433517806,-68.7934
